time/episodes,time/fps,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,train/ent_coef,train/critic_loss,train/n_updates,train/actor_loss,train/learning_rate,train/ent_coef_loss,eval/mean_ep_length,eval/mean_reward
824,322,3118.4102779900004,233,75336,103.18,4.211976528167725,293392.9375,9404,-946.7154541015625,0.001,-0.4252714514732361,,
828,322,3223.992461210001,234,75616,103.73,4.216238021850586,194774.71875,9439,-1195.8583984375,0.001,-1.2179956436157227,,
832,322,3466.9963358100003,235,76032,104.35,4.232118129730225,449761.875,9491,-1261.26904296875,0.001,-1.3524670600891113,,
836,322,3571.23703382,236,76128,104.76,4.2368364334106445,374690.59375,9503,-1115.787841796875,0.001,-1.8487316370010376,,
840,322,3705.87869611,237,76544,103.69,4.25992488861084,374067.78125,9555,-1106.2548828125,0.001,-1.1241190433502197,,
844,322,4038.76968054,238,76840,100.27,4.274463653564453,489367.125,9592,-971.0763549804688,0.001,-1.078329086303711,,
848,322,4371.26776993,238,76880,99.76,4.275503158569336,243098.515625,9597,-986.6669311523438,0.001,-1.1248869895935059,,
852,322,4168.24942334,238,77088,98.05,4.284739017486572,191006.71875,9623,-956.4407958984375,0.001,-0.19838488101959229,,
856,322,4463.52622622,239,77376,94.08,4.2937703132629395,390752.9375,9659,-1289.40966796875,0.001,-0.61248779296875,,
860,322,4730.87730777,240,77504,89.32,4.296937942504883,188569.921875,9675,-1206.046875,0.001,-0.24923650920391083,,
864,322,4666.484849470001,240,77688,82.8,4.300898551940918,169111.09375,9698,-1043.26220703125,0.001,-0.36726340651512146,,
868,322,4764.44555478,241,78024,80.76,4.3102850914001465,365314.875,9740,-967.07177734375,0.001,0.18609505891799927,,
872,322,4935.435006990001,243,78448,74.9,4.314451694488525,263726.28125,9793,-1179.716796875,0.001,-0.061852775514125824,,
876,322,4823.30386095,243,78680,72.22,4.316201210021973,166129.78125,9822,-1181.7900390625,0.001,-0.32407665252685547,,
880,322,4959.99503263,245,79216,71.0,4.323160171508789,180277.0625,9889,-1325.902099609375,0.001,-0.2302221804857254,,
884,322,5030.278260360001,246,79536,68.47,4.3282060623168945,246918.65625,9929,-1238.9237060546875,0.001,-0.6492522358894348,,
888,322,5026.669551909999,247,79768,68.73,4.333488941192627,408340.15625,9958,-1294.916748046875,0.001,-0.23200654983520508,,
891,322,5128.03867785,247,80000,68.8,4.3384785652160645,351091.0,9987,-1252.898681640625,0.001,-0.46668896079063416,,
,,,,80000,,,,,,,,283.2,-6391.6349654000005
892,320,5011.67541183,249,80016,67.11,4.3390960693359375,223150.4375,9989,,0.001,,,
896,320,5326.470979199999,251,80680,64.72,4.356838703155518,271623.28125,10072,-1308.3035888671875,0.001,-0.4628522992134094,,
900,320,5279.42923146,252,80880,65.78,4.360640048980713,219266.109375,10097,-1263.586669921875,0.001,-0.10017280280590057,,
904,320,5524.66813717,255,81968,67.4,4.394769668579102,298797.625,10233,-1476.10546875,0.001,-0.22826653718948364,,
908,320,5440.238609490001,257,82488,67.32,4.400578498840332,131913.28125,10298,-1191.6395263671875,0.001,-0.12065392732620239,,
912,320,5465.43255533,259,83288,70.84,4.42343807220459,370086.53125,10398,-1330.2880859375,0.001,-1.9533061981201172,,
916,320,5288.6943214,260,83600,76.48,4.443185806274414,378786.78125,10437,-1386.3150634765625,0.001,-1.4526493549346924,,
920,320,5431.80648484,261,83872,79.19,4.459946155548096,117972.6796875,10471,-1136.16064453125,0.001,-1.5065237283706665,,
924,320,5068.4107825599995,262,84104,86.15,4.473919868469238,528483.5,10500,-1326.4849853515625,0.001,-0.6060584187507629,,
928,320,5156.375238469999,263,84632,86.58,4.504971027374268,660312.75,10566,-1375.5439453125,0.001,-0.7565522193908691,,
932,320,5083.68334723,264,84864,88.02,4.516878128051758,573799.875,10595,-1237.401123046875,0.001,-0.5784505605697632,,
936,320,5255.63843373,266,85528,88.08,4.555081844329834,319613.5,10678,-1204.0692138671875,0.001,-0.8576011657714844,,
940,320,5061.818220279998,267,85792,92.12,4.567556381225586,349998.78125,10711,-1341.1129150390625,0.001,-0.5095228552818298,,
944,321,5023.66502678,268,86384,93.66,4.596623420715332,216243.421875,10785,-1299.876953125,0.001,-1.1816577911376953,,
948,321,5085.94202496,270,86800,93.81,4.620490550994873,383161.375,10837,-1465.428466796875,0.001,-0.39274415373802185,,
952,321,5303.818541879999,270,87032,95.29,4.62748908996582,284490.9375,10866,-1298.004150390625,0.001,-0.16785478591918945,,
956,321,5167.715861250001,272,87472,98.79,4.6393961906433105,105991.265625,10921,-1205.90625,0.001,-0.3689086437225342,,
960,321,5109.106505979999,273,87792,98.66,4.647193908691406,234245.140625,10961,-1089.552490234375,0.001,-0.8033711910247803,,
964,321,5326.58353487,274,88072,99.69,4.657339096069336,260700.03125,10996,-1435.6942138671875,0.001,-0.950028121471405,,
968,321,5252.68970804,276,88776,100.42,4.669620037078857,178909.640625,11084,-1599.6650390625,0.001,-0.47428780794143677,,
972,321,5016.27955629,276,88920,103.98,4.674253940582275,157269.890625,11102,-1466.98974609375,0.001,-1.0614466667175293,,
976,321,5276.2806799,278,89512,103.7,4.693907260894775,365841.75,11176,-1382.953125,0.001,-0.456321120262146,,
980,321,4640.23716869,279,89712,106.08,4.698873043060303,244499.9375,11201,-1548.156982421875,0.001,-0.6335266828536987,,
983,321,4640.08220547,280,90000,106.19,4.705770969390869,413294.84375,11237,-1469.816162109375,0.001,-0.33018285036087036,,
,,,,90000,,,,,,,,243.8,-2234.3196624
984,319,4649.53995121,282,90064,105.74,4.707249641418457,226042.96875,11245,-1541.89501953125,0.001,-0.5606305599212646,,
988,319,4515.982295600001,282,90160,105.06,4.709434509277344,149946.625,11257,-1691.0703125,0.001,-0.2271256446838379,,
992,319,4531.4197762700005,283,90440,105.16,4.714931011199951,224174.859375,11292,-1560.0972900390625,0.001,-0.31218281388282776,,
996,319,4480.384029050001,283,90608,106.19,4.7211809158325195,365422.28125,11313,-1539.83740234375,0.001,-0.5671815872192383,,
1000,319,4570.10994296,284,90816,109.89,4.730167865753174,572591.25,11339,-1629.652587890625,0.001,0.03008374571800232,,
1004,319,4758.92312699,285,91328,108.79,4.74269437789917,487438.5625,11403,-1546.1641845703125,0.001,-0.1408378928899765,,
1008,319,4831.82048396,286,91640,107.17,4.747028827667236,305693.6875,11442,-1462.5771484375,0.001,0.009462997317314148,,
1012,319,5145.348586870001,287,92096,101.58,4.745055675506592,351345.4375,11499,-1398.323486328125,0.001,0.3651089370250702,,
1016,319,5510.381160449999,288,92200,93.19,4.74225378036499,606827.375,11512,-1379.9632568359375,0.001,0.151393860578537,,
1020,319,5549.623336379998,290,93040,91.45,4.729721546173096,284060.25,11617,-1397.033447265625,0.001,-0.4936859607696533,,
1024,319,6014.944266350001,291,93384,85.0,4.7271623611450195,521119.625,11660,-1450.8040771484375,0.001,0.519497811794281,,
1028,319,6009.834074750001,292,93696,85.18,4.725003242492676,170288.96875,11699,-1616.7977294921875,0.001,-0.23262730240821838,,
1032,320,6123.22170168,295,94704,85.3,4.722550392150879,139770.25,11825,-1491.9532470703125,0.001,0.036594465374946594,,
1036,320,5969.05516276,297,95240,91.0,4.7221832275390625,263491.90625,11892,-1646.9276123046875,0.001,0.22854085266590118,,
1040,320,6289.62238081,298,95664,87.09,4.7230329513549805,242058.46875,11945,-1558.97802734375,0.001,-0.6860297918319702,,
1044,320,6095.66779145,300,96112,88.82,4.733416557312012,157636.8125,12001,-1528.78759765625,0.001,0.06943860650062561,,
1048,320,6089.758295510001,301,96504,87.08,4.741058826446533,183669.484375,12050,-1586.9459228515625,0.001,-0.3609805107116699,,
1052,320,6142.497320980001,302,96928,88.31,4.752828121185303,126713.0,12103,-1627.4970703125,0.001,-0.2309652864933014,,
1056,320,6120.69090891,304,97744,86.1,4.743484973907471,318494.75,12205,-1598.2294921875,0.001,-0.06426379829645157,,
1060,320,6064.5731107,306,98160,93.55,4.743180274963379,211282.078125,12257,-1554.6846923828125,0.001,-0.06436961889266968,,
1064,320,5721.42621989,306,98240,95.6,4.743140697479248,115313.84375,12267,-1386.497314453125,0.001,0.10433995723724365,,
1068,320,5510.6419584,308,98840,104.27,4.74301290512085,208866.78125,12342,-1475.9326171875,0.001,-0.4972638487815857,,
1072,320,5596.85593835,309,99152,103.77,4.754014015197754,245419.265625,12381,-1647.592529296875,0.001,0.9941557049751282,,
1076,320,5639.96091561,310,99672,102.41,4.757389068603516,425468.9375,12446,-1595.309814453125,0.001,-0.6080460548400879,,
1079,320,5663.848591350001,311,100000,102.45,4.766663551330566,206432.765625,12487,-1623.04736328125,0.001,-0.1259133219718933,,
,,,,100000,,,,,,,,189.2,5240.2329314
1080,319,6346.83634098,313,100168,101.51,4.769958019256592,250390.375,12508,-1562.1455078125,0.001,0.17705726623535156,,
1084,319,5748.432502830001,315,100720,108.35,4.771698474884033,153449.421875,12577,-1512.14990234375,0.001,0.5140765309333801,,
1088,319,5510.67599239,315,100840,109.04,4.770626544952393,216822.953125,12592,-1610.849365234375,0.001,-0.2162874937057495,,
1092,319,5402.05498421,316,101000,108.51,4.770174503326416,209224.5,12612,-1622.828369140625,0.001,0.29197001457214355,,
1096,319,5137.081745959999,316,101192,108.92,4.770410537719727,232793.59375,12636,-1673.515869140625,0.001,-0.4248979091644287,,
1100,319,5216.497186220001,317,101480,104.89,4.770078659057617,206053.875,12672,-1721.3963623046875,0.001,-0.5106184482574463,,
1104,319,4996.45896782,318,101680,104.81,4.765843868255615,370674.0,12697,-1782.509033203125,0.001,0.9897924065589905,,
1108,319,4969.83415799,318,101776,105.12,4.763208389282227,239730.09375,12709,-1624.312744140625,0.001,0.4860224723815918,,
1112,319,4868.87428777,319,102064,103.4,4.754739284515381,195089.28125,12745,-1592.74267578125,0.001,0.0773220956325531,,
1116,319,4785.62421232,322,102984,103.06,4.752249717712402,241628.59375,12860,-1794.481201171875,0.001,-0.6970714926719666,,
1120,319,4741.92514757,322,103080,104.89,4.7555084228515625,321719.375,12872,-1758.28759765625,0.001,-0.6190974712371826,,
1124,319,4815.94557893,323,103328,108.07,4.764870643615723,487411.4375,12903,-1769.733642578125,0.001,0.041050150990486145,,
1128,319,4748.41249158,324,103688,106.49,4.771388530731201,109615.859375,12948,-1796.199951171875,0.001,-0.38912564516067505,,
1132,319,4673.468336739999,325,104008,105.59,4.778628826141357,304560.375,12988,-1682.052734375,0.001,-0.12573596835136414,,
1136,319,4832.22096394,325,104080,100.06,4.780437469482422,234186.046875,12997,-1649.2802734375,0.001,-1.400734782218933,,
1140,319,4623.0584744,326,104280,98.6,4.7874603271484375,258624.09375,13022,-1512.8349609375,0.001,-0.49908915162086487,,
1144,319,4850.3911943,326,104488,95.34,4.796528339385986,259200.75,13048,-1635.396484375,0.001,0.08834010362625122,,
1148,320,4936.63512103,327,105000,97.22,4.8015031814575195,156149.578125,13112,-1719.49072265625,0.001,0.24624446034431458,,
1152,320,5070.2155314,328,105200,95.57,4.798879623413086,164963.5625,13137,-1755.161865234375,0.001,0.3291199803352356,,
1156,320,5149.2119309,329,105632,97.93,4.798965930938721,156691.65625,13191,-1767.1302490234375,0.001,-0.5184123516082764,,
1160,320,5426.53888589,330,105800,89.11,4.800998687744141,311276.0625,13212,-1775.04736328125,0.001,0.21120086312294006,,
1164,320,5765.094933029999,331,106176,86.98,4.801578521728516,171936.8125,13259,-1785.0865478515625,0.001,-0.27124708890914917,,
1168,320,5889.657711420001,332,106560,79.43,4.820021629333496,516989.34375,13307,-1881.7347412109375,0.001,-0.9251866936683655,,
1172,320,5835.47387873,333,107024,77.22,4.845547676086426,182781.84375,13365,-1773.533203125,0.001,0.331451416015625,,
1176,320,5827.089117569999,335,107408,79.48,4.844792366027832,416372.03125,13413,-1728.657958984375,0.001,-0.10871955752372742,,
1180,320,5794.723205099999,337,108216,80.64,4.836039066314697,217369.5625,13514,-1886.787353515625,0.001,0.8500806093215942,,
1184,320,5903.5487660399995,338,108512,77.31,4.820761203765869,308413.0,13551,-1849.9788818359375,0.001,0.5977209806442261,,
1188,320,6633.492077179999,339,108712,74.79,4.8071699142456055,139679.09375,13576,-1843.8929443359375,0.001,0.6505540609359741,,
1192,320,6893.409851149998,341,109344,75.83,4.778503894805908,260400.4375,13655,-1757.968017578125,0.001,1.310429573059082,,
1196,320,6897.6033485,342,109680,74.93,4.761686325073242,608189.0,13697,-1975.1605224609375,0.001,-0.04590874910354614,,
1199,320,6841.920543759999,343,110000,75.58,4.750974655151367,161885.1875,13737,-1834.2247314453125,0.001,0.5786022543907166,,
,,,,110000,,,,,,,,37.2,10230.2116614
1200,320,6856.21047378,343,110064,75.04,4.747707366943359,147103.03125,13745,-2026.5426025390625,0.001,0.4889732003211975,,
1204,320,6980.298030010001,344,110272,79.06,4.739903926849365,227215.4375,13771,-1925.649169921875,0.001,0.2888106107711792,,
1208,320,6987.85899678,344,110408,86.33,4.7368669509887695,262737.78125,13788,-2037.0758056640625,0.001,0.648442804813385,,
1212,320,7085.6899933899995,346,111016,87.96,4.728273868560791,309445.875,13864,-1965.4583740234375,0.001,-0.36233580112457275,,
1216,320,7332.957794839998,347,111208,87.77,4.733328342437744,287454.25,13888,-1880.8424072265625,0.001,-0.19750113785266876,,
1220,320,7402.89965068,348,111552,85.81,4.745345592498779,296344.0625,13931,-1983.771240234375,0.001,-0.4378870129585266,,
1224,320,7410.360831829999,349,112048,83.69,4.755141258239746,104846.671875,13993,-1939.1143798828125,0.001,-0.37089043855667114,,
1228,320,7454.29266024,350,112416,82.98,4.7559285163879395,129857.921875,14039,-1963.4775390625,0.001,0.1894872784614563,,
1232,320,7637.0837570799995,351,112744,80.25,4.754488468170166,440965.875,14080,-1848.520751953125,0.001,0.10254035890102386,,
1236,320,7388.9799395400005,353,113504,83.3,4.756243705749512,380155.6875,14175,-1956.45361328125,0.001,-0.8733206987380981,,
1240,320,7405.794432289999,354,113792,87.64,4.772258281707764,352027.8125,14211,-1970.283203125,0.001,0.003786325454711914,,
1244,320,7344.46768845,356,114232,89.82,4.797492027282715,151704.78125,14266,-1878.255615234375,0.001,-0.19678092002868652,,
1248,320,6855.46692211,356,114472,96.95,4.801247596740723,476370.75,14296,-2151.50439453125,0.001,0.32539767026901245,,
1252,320,6852.616033999999,358,114944,96.77,4.790884971618652,306349.75,14355,-1973.47509765625,0.001,0.2761304974555969,,
1256,320,6776.277944379998,359,115320,94.75,4.784493923187256,141657.25,14402,-1904.59765625,0.001,-0.19249385595321655,,
1260,320,6630.848652290001,360,115752,96.59,4.775015830993652,159572.6875,14456,-1916.29150390625,0.001,0.44115355610847473,,
1264,321,6452.33383739,361,115952,98.19,4.766404628753662,345781.375,14481,-2156.171875,0.001,0.3853544294834137,,
1268,321,6614.147013399999,361,116208,97.57,4.751456260681152,234796.40625,14513,-1979.1629638671875,0.001,0.16224405169487,,
1272,321,6770.413298429998,362,116368,95.47,4.742802619934082,302337.0,14533,-1940.3741455078125,0.001,-0.08063755929470062,,
1276,321,6787.556271880001,362,116552,92.99,4.735909938812256,129745.0390625,14556,-2039.871826171875,0.001,0.46923935413360596,,
1280,321,6773.17527811,364,117096,88.85,4.722131729125977,244610.90625,14624,-2140.14892578125,0.001,0.6977871656417847,,
1284,321,6826.479699059998,365,117560,90.49,4.706324577331543,148501.90625,14682,-2253.0537109375,0.001,0.27741366624832153,,
1288,321,6848.63404079,367,118176,89.64,4.6931071281433105,177185.84375,14759,-2119.146240234375,0.001,0.4896301031112671,,
1292,321,6536.852936960001,370,119184,90.57,4.708905220031738,160711.328125,14885,-2181.4794921875,0.001,-0.2212650030851364,,
1296,321,6786.50447371,372,119800,92.4,4.7333083152771,115826.6953125,14962,-2059.920166015625,0.001,0.4650594890117645,,
1296,321,6786.50447371,373,120000,92.4,4.731302261352539,216202.0,14987,-2097.07763671875,0.001,0.5933184027671814,,
,,,,120000,,,,,,,,44.2,1454.976203
1300,321,5969.947266750001,374,120328,101.25,4.71846342086792,253390.75,15028,-2084.908935546875,0.001,0.7507125735282898,,
1304,320,6018.789190659999,376,120920,95.95,4.6862874031066895,142403.21875,15102,-2083.602783203125,0.001,0.3344094157218933,,
1308,321,5847.846595149999,377,121232,96.33,4.674091815948486,239094.046875,15141,-2182.177734375,0.001,0.21491627395153046,,
1312,320,5875.962069079998,378,121504,94.91,4.6735639572143555,142738.90625,15175,-2083.165771484375,0.001,-0.802055835723877,,
1316,321,5881.9310638,381,122336,94.8,4.675980091094971,859892.9375,15279,-1976.60986328125,0.001,-0.5951966047286987,,
1320,321,5766.4324748300005,384,123696,101.57,4.6625895500183105,271112.625,15449,-2060.01904296875,0.001,-0.1864064633846283,,
1324,321,5128.368091190002,386,124368,113.24,4.638399600982666,342672.125,15533,-1744.400634765625,0.001,0.15761840343475342,,
1328,321,4896.40721892,388,124904,123.19,4.619673252105713,471831.0,15600,-2007.8427734375,0.001,-0.13482706248760223,,
1332,321,4814.38642576,390,125544,127.1,4.612396240234375,333784.0,15680,-1829.615966796875,0.001,-0.24705898761749268,,
1336,321,5025.5144359999995,391,125944,127.28,4.608908653259277,315300.0,15730,-2006.718017578125,0.001,-0.1516077220439911,,
1340,321,5171.914903569999,393,126504,128.87,4.603583812713623,362956.125,15800,-2188.764404296875,0.001,0.7319381237030029,,
1344,321,5019.07594658,395,127088,129.03,4.586645603179932,361823.1875,15873,-2139.89892578125,0.001,0.22623437643051147,,
1348,321,5538.14985306,396,127496,120.28,4.565824031829834,464832.78125,15924,-2015.24462890625,0.001,0.21275904774665833,,
1352,321,5474.08018147,397,127832,123.75,4.546443939208984,327744.5625,15966,-1936.583251953125,0.001,0.06106841564178467,,
1356,321,5637.910114669999,397,128032,122.93,4.544464588165283,219630.6875,15991,-2169.57568359375,0.001,-0.40574586391448975,,
1360,321,5789.637542099999,398,128448,121.29,4.558385372161865,295432.8125,16043,-2145.52197265625,0.001,-0.6502707600593567,,
1364,322,5988.150772020001,399,128760,119.0,4.566882133483887,480441.03125,16082,-2157.926513671875,0.001,-0.3963400423526764,,
1368,322,5901.376595629999,400,128952,118.17,4.570153713226318,205203.390625,16106,-2048.4384765625,0.001,-0.4339369237422943,,
1372,322,5740.2381987,401,129296,118.37,4.577861785888672,359926.84375,16149,-1923.3564453125,0.001,0.188761904835701,,
1376,322,5704.55917022,402,129616,119.09,4.589712142944336,299991.0,16189,-1990.046875,0.001,-0.5664759874343872,,
1380,321,5097.33546203,403,129880,130.72,4.609160423278809,427336.8125,16222,-2027.9835205078125,0.001,-0.8221499919891357,,
1382,321,5145.629880349999,403,130000,129.06,4.617750644683838,196445.796875,16237,-1979.5106201171875,0.001,-0.04585661739110947,,
,,,,130000,,,,,,,,140.4,2532.4837219999995
1384,321,5136.269667449998,405,130168,128.82,4.627068042755127,123569.484375,16258,-2010.247802734375,0.001,0.05958428978919983,,
